A,B,D,H,F,E
2175,3297,1664,-755583,3841,2257
2175,2015,1583,1540880,5847,2257
2175,2059,1688,1255033,6500,2257
2175,3729,1183,319218,4962,2257
2535,3557,523,4565914,6957,2480
2535,3100,142,5986025,597,2480
2535,4615,796,2752685,8488,2480
2535,4331,194,5586011,4334,2480
2982,2460,1326,5630364,482,1041
2982,318,798,8638560,4204,1041
971,2460,870,-1197359,482,2232
971,4873,1709,-7385116,8444,2232
971,1727,1713,-2015510,5386,2232
783,1144,679,-163687,1788,169
783,647,1574,-405289,3126,169
783,3491,10,578179,7009,169
4995,1428,713,23931861,1123,476
4995,4402,1555,18104915,6792,476
4995,673,139,24856478,264,476
3670,1782,1340,11081020,5928,2566
3621,2013,11,13089498,173,1485
3621,1412,968,11744825,7007,1485
235,2013,623,-1198874,173,650
235,4813,1851,-8853638,7217,650
235,2811,338,-894893,4520,650
235,929,1098,-964817,6383,650
235,555,1209,-615770,5953,650
1993,2013,253,3462760,173,1631
1993,3262,877,1111275,1669,1631
1491,4154,472,262393,5815,2018
1491,650,149,2126231,1221,2018
1491,136,1677,1995009,3156,2018
4106,1375,678,15926986,2348,503
4106,3541,439,15304737,3114,503
4106,2717,687,14992657,2667,503
3830,2736,1849,9610036,8717,880
3830,4338,1703,7281286,9055,880
3830,2885,116,14334240,8878,880
3830,4875,222,13586650,3749,880
3830,2393,356,13816992,1347,880
2699,1250,1950,4847101,3957,616
2699,2649,742,5319043,1712,616
2699,500,1844,6362601,3480,616
2699,3105,423,5971186,3197,616
2699,4329,1721,-165608,470,616
4004,4537,1489,9276423,2752,2542
2491,3716,1462,772289,9632,1099
4871,1276,1003,22446813,8717,1653
4871,393,958,23350147,3076,1653
4871,1134,1184,22383985,4485,1653
265,1276,1525,-1875675,8717,2214
2744,1276,993,6262468,8717,2250
2744,6,1002,7523524,9902,2250
2908,1659,284,7985308,2473,1973
2908,173,298,8404910,5843,1973
2481,210,1998,5735781,9396,1590
4287,2312,729,16692921,2563,361
4287,3148,1782,12768633,8398,361
293,4980,1385,-6811451,1099,1757
1660,4119,417,1037977,654,2583
1660,2953,1097,-483841,3869,2583
1299,959,751,967192,7074,124
1299,1363,1165,99506,2717,124
4783,4101,941,19018048,5615,2553
4783,969,1673,21255952,1678,2553
4783,4765,900,18588589,6718,2553
4783,1059,884,21940933,8215,2553
4783,378,1256,22402321,9799,2553
1446,4101,122,1590594,5615,2477
1446,4771,473,-165767,4879,2477
1446,1589,1313,4559,5816,2477
2815,4101,1941,-35816,5615,722
2815,3904,96,7549441,1444,722
2226,1624,893,3504844,2786,100
2226,4109,471,3019737,8486,100
2226,3952,1156,386564,5228,100
2226,3660,1566,-776484,7792,100
2226,107,1786,4763974,7104,100
2427,1624,107,5716561,2786,1299
2427,4832,1891,-3246983,3809,1299
2427,316,1396,5449193,6082,1299
2616,4611,1373,512553,4729,450
4559,4611,918,16551583,4729,1144
4559,1983,1643,17526412,1797,1144
4559,241,501,20663740,1486,1144
4325,4611,1199,13177036,4729,887
4699,4611,811,18341080,4729,1085
4699,88,913,22000257,3641,1085
4699,2909,1165,18691616,6620,1085
4699,4946,60,21783841,7393,1085
4570,969,59,20827729,1678,600
4570,1629,708,19731568,1183,600
3235,818,881,9744567,1759,2170
3235,282,1947,9916171,3923,2170
3235,1279,1820,8137445,2091,2170
3235,1138,382,10030509,8926,2170
3235,1068,621,9801997,5037,2170
3235,4927,1928,965969,2914,2170
4138,818,1227,16119358,1759,1827
1057,4262,1730,-6256011,2644,2352
1057,735,173,990094,7461,2352
4590,4596,289,19739856,1971,1817
4590,2619,269,20363589,3201,1817
4590,4810,824,17104660,4949,1817
3986,4596,640,12946756,1971,2502
3986,4343,1385,9873141,5283,2502
3986,72,378,15860980,4636,2502
1076,4596,1967,-7882556,1971,2082
1076,2500,1150,-1717224,9832,2082
1076,4635,270,-93674,309,2082
1076,1297,83,1050125,9174,2082
630,4433,806,-3176098,1078,2217
2793,4433,211,6865486,1078,2709
2793,948,1742,6149433,14,2709
683,4433,1919,-8040438,1078,2591
683,707,794,-94869,3215,2591
2484,438,1305,5598666,6926,2083
2484,2652,809,4024788,8412,2083
2484,1432,1685,3757336,4118,2083
2484,4760,1151,691496,301,2083
2013,438,873,3669795,6926,1123
2013,343,524,3872437,35,1123
91,438,1049,-451181,6926,2641
1373,2171,454,899495,9876,1549
1373,2919,1679,-3015872,399,1549
4716,2171,1805,18322001,9876,84
1099,2171,1043,-1056552,9876,482
1099,1883,1753,-2093098,3578,482
344,2171,941,-1924575,9876,1138
2860,1189,1424,6486464,3597,1915
2860,1696,1827,5081008,8852,1915
2860,997,1793,6391979,1678,1915
3250,1189,1582,8681502,3597,2073
2762,3461,888,4555276,4532,2554
2762,2169,1140,5155984,7372,2554
2762,2149,1526,4349270,7422,2554
2999,1831,1625,6018626,9290,2993
2999,116,1349,8837517,1490,2993
2999,2043,543,7884652,4506,2993
2999,1886,1056,7002385,9269,2993
1806,1831,1646,247810,9290,2678
530,1092,1501,-1358192,7466,2697
530,2463,1581,-3613103,2628,2697
3004,1092,1413,7481020,7466,1242
3004,1513,1265,7110071,7423,1242
3713,984,107,13681081,5772,188
3713,3950,1036,9694169,5927,188
3713,2847,1071,10737232,6148,188
3895,984,1910,13291585,5772,43
3895,3928,1703,8481641,6605,43
2116,4228,1731,-2841212,9336,1688
2116,306,1096,4142080,359,1688
2116,2928,1763,-684608,487,1688
695,4228,1727,-6818731,9336,1350
695,155,1270,286175,8473,1350
695,4795,1069,-4642830,1591,1350
695,2511,1842,-4142237,3527,1350
3686,2027,349,12879173,3008,2370
1635,2027,1427,-219304,3008,32
1635,1398,1303,851631,477,32
1635,166,790,2542085,5812,32
598,47,1815,272299,6865,271
598,3321,1402,-4298438,3007,271
598,4042,271,-737778,6647,271
4975,47,1371,24686188,6865,2475
2040,4403,1793,-3732979,5366,273
2040,3580,1204,-148720,3485,273
2040,1,889,4160711,9016,273
2040,980,1320,2868000,2341,273
3792,4403,568,11878360,5366,87
3792,4493,647,11472293,3569,87
3792,3797,834,11212566,5285,87
3792,2651,380,13371884,4081,87
3720,2313,1222,11011914,1072,497
2590,2313,611,5294857,1072,578
2590,3382,991,3356538,7495,578
3540,3817,695,9878785,8494,2168
3540,1726,1622,9732028,1720,2168
3540,1112,45,12481560,6975,2168
4093,3817,1788,9927853,8494,1881
4093,2482,1578,12836053,465,1881
4093,2641,290,15986759,6744,1881
4093,654,1614,15697093,3950,1881
4548,3817,725,17916979,8494,338
4548,1461,921,19338723,6444,338
4548,2576,520,19344784,2820,338
2180,4756,98,4286312,1915,2778
2058,4756,879,54840,1915,265
2058,1990,49,4137854,7451,265
1681,1195,246,2531791,3398,224
1681,3197,1807,-2951218,9355,224
1681,597,649,2438308,5437,224
4078,1195,595,15919059,3398,1713
4078,1888,1692,13435588,2483,1713
2538,4540,1170,1129644,8542,959
123,3094,905,-2784941,9293,77
123,606,304,-169095,7161,77
3761,3094,1675,8962671,9293,1773
1450,2672,1631,-2255532,7495,701
1450,4568,105,1622860,878,701
1450,3947,457,298721,1325,701
1450,2010,1978,-1873280,8221,701
3742,2672,419,12882996,7495,2517
3742,2297,1924,9583136,1668,2517
3742,3406,1768,7980756,4528,2517
3742,4783,586,11199726,7880,2517
1520,4701,1133,-3015833,4774,1175
1520,1363,1047,883339,2717,1175
1520,3141,671,202789,104,1175
3289,4701,937,6412684,4774,2696
3289,2272,1453,7516305,7357,2696
3289,2301,1749,6793072,7069,2696
3289,1221,493,10215568,4511,2696
3518,4701,156,11642968,4774,496
3518,4621,1551,5209153,3161,496
3518,353,1902,11704918,7676,496
4235,3070,1199,14254295,6484,2809
4235,1449,934,16581859,9772,2809
4917,3070,36,24066369,6484,1092
4917,410,1745,23461439,7149,1092
2246,3070,1133,1566206,6484,1541
2569,4608,874,2572369,7591,2155
2569,762,828,5968825,7356,2155
2569,4204,982,2471433,5443,2155
2569,4590,1089,1601251,584,2155
4885,4608,1798,15578041,7591,1539
1065,4608,1473,-5653359,7591,210
913,1022,1442,-640155,7480,1460
913,138,1410,638989,462,1460
4821,1022,179,23059103,7480,2450
4821,541,228,23118693,397,2450
4252,1022,1624,16419776,7480,947
4252,3466,1815,11788714,3961,947
4252,4519,208,17139552,1619,947
370,1420,241,-205320,4996,1897
607,1420,1531,-1805571,4996,856
607,2282,1253,-2490897,6600,856
607,4592,1778,-7796127,8413,856
3373,1100,1133,10130829,2538,324
3373,2611,42,11267467,9451,324
3373,1653,1841,8333956,9258,324
3373,1953,1262,8912443,5601,324
4068,1100,79,16461724,2538,314
3508,1190,1317,10738834,1249,575
3508,1701,793,10957171,2251,575
3508,3693,1774,5754682,4587,575
334,3382,222,-639248,7495,2863
334,4597,401,-1731841,9325,2863
4225,2223,507,16723564,3458,1316
4225,430,776,17516945,6905,1316
273,2223,31,5616,3458,2246
1750,3472,1172,-1006684,4634,1357
1750,618,332,2857324,5292,1357
1750,4280,1107,-1675460,3773,1357
1750,81,1980,2902120,7385,1357
886,3472,1703,-5127820,4634,26
886,2436,910,-1431764,5369,26
368,867,1388,-1067972,714,2226
3520,867,1525,11068225,714,2795
3520,359,1610,11812410,9858,2795
4844,867,739,22823623,714,1400
4844,1539,1155,21686791,5911,1400
4765,1111,814,21800871,1561,2699
4765,2188,1577,19254749,4660,2699
4765,2579,1477,18896042,8832,2699
4765,4554,522,20328037,1599,2699
3966,4068,1690,8854236,2805,2027
3966,3299,1970,9230126,5648,2027
3966,153,594,15638274,3315,2027
3950,3663,572,13507264,1865,57
3950,4999,1339,8908839,4639,57
3712,3663,1964,6584812,1865,196
3712,2677,253,13101663,9606,196
3712,3869,400,12231344,932,196
4165,2721,1072,14430313,9207,2407
1946,708,1275,2884216,7682,827
1946,2436,315,3019576,5369,827
1946,2944,1678,-1153116,3829,827
1946,1986,146,3496960,805,827
4575,708,1555,19829685,7682,2767
4575,3720,568,18817665,6083,2767
4575,676,1779,19728021,2233,2767
3672,3772,182,12797080,5729,2923
3672,249,276,13414860,4625,2923
3672,2658,1176,10357776,510,2923
4026,515,959,15714791,9245,2695
4026,1672,1083,14397900,7269,2695
3980,2361,1260,12865540,9344,1028
3908,2361,706,13605598,9344,1350
3908,821,1456,14077088,9011,1350
861,2361,1302,-2332701,9344,2892
861,3754,1671,-5531613,2925,2892
296,55,888,38776,3044,876
296,1702,1462,-2400708,2505,876
296,3582,1438,-5063300,9672,876
3406,55,815,11556011,3044,1142
3406,1644,1932,8424628,1508,1142
2514,55,945,6268221,3044,1556
2514,2108,1,6318088,9701,1556
2514,362,1287,5854302,1376,1556
2514,4310,420,4509996,1365,1556
25,4148,1325,-5495475,8715,1035
25,3190,1240,-3954975,3699,1035
25,3442,1582,-5444619,2659,1035
3002,4148,1411,3159176,8715,2297
3002,1656,1461,6592588,5852,2297
3002,2926,1970,3247784,3500,2297
1449,4148,566,-248167,8715,735
1449,2396,282,1423929,8809,735
1449,3100,1144,-1446799,597,735
1449,2924,1057,-991067,8624,735
1449,777,128,2000145,8914,735
1625,4148,566,292857,8715,2826
1625,1985,1636,-606835,5425,2826
1625,1762,1417,143871,4469,2826
1154,1046,186,1137160,6150,2211
1154,66,1576,1227700,3219,2211
2931,1046,1463,7060463,6150,1811
2931,4927,396,6639669,2914,1811
569,2845,360,-700439,4624,1594
569,4614,1796,-7962983,6408,1594
569,2412,719,-1410467,3640,1594
569,975,437,-102314,3942,1594
2157,2845,1353,803364,4624,1708
2157,2875,1250,1058899,3930,1708
2157,1308,1113,3196845,7938,1708
2157,876,1655,3202869,8935,1708
2157,4158,1463,-1430505,5131,1708
1281,2845,1963,-3943774,4624,2324
1281,3351,1095,-2028384,5127,2324
4775,2845,175,22302750,4624,1475
4775,641,1961,21543624,4070,1475
4055,2574,1535,12491935,527,1141
541,2574,1940,-4700879,527,1587
541,1724,459,-498635,392,1587
541,2746,943,-2296797,345,1587
541,1587,1486,-2065601,5094,1587
4133,4620,1724,9116809,7789,767
4085,3881,1584,10539721,6960,988
4085,317,1075,16346450,3487,988
3042,3881,1461,3583623,6960,2158
3042,2019,106,9039750,273,2158
4956,3881,588,22279908,6960,113
114,4233,10,-29334,4614,2850
114,3156,203,-627672,1212,2850
2426,4233,1460,-294704,4614,2756
3269,4233,661,7888348,4614,2891
3269,382,1552,10093497,2380,2891
3269,2547,975,8203036,2793,2891
945,519,99,841644,1870,2155
3238,1345,1984,7816164,8725,1198
1745,1345,1012,1683885,8725,1416
1745,1289,1896,601081,6504,1416
3018,267,1292,8763360,1305,2383
3103,2874,1287,5929771,5172,2423
3103,437,692,9326205,2266,2423
3103,1006,279,9347935,1435,2423
3103,704,613,9197057,8710,2423
4450,2874,958,17049208,5172,799
4450,1540,300,19340500,2251,799
2732,2874,1541,3034990,5172,1318
2732,2394,454,6376948,7899,1318
2732,913,715,6811029,3131,1318
767,1603,1891,-2442984,7234,713
767,1141,140,428549,9515,713
1906,1795,950,1927586,7338,1969
1906,2467,354,2759518,5842,1969
4755,1795,140,22358725,7338,1637
4755,3871,157,22002278,6160,1637
526,2218,1646,-3374152,2921,1680
4458,4965,924,15286104,2413,2408
4458,3527,921,16625397,8713,2408
2126,4965,134,3854566,2413,352
2126,4001,1614,-1937738,8692,352
2126,2543,1525,641801,644,352
4223,4965,1755,9120154,2413,200
4064,4000,351,15112096,6179,1256
4064,472,1144,15976128,1660,1256
4580,4000,1260,15936400,6179,696
4580,3743,675,18449875,2521,696
4580,1619,1471,18594851,9180,696
4580,3090,1856,15241360,8508,696
4698,451,1744,21284660,505,482
4698,2463,1951,17265891,2628,482
4698,4089,854,18579198,5173,482
4698,4030,1175,17335954,472,482
4698,1738,566,21087496,9709,482
752,451,839,187115,505,2567
752,3445,618,-1563506,5354,2567
3940,1644,642,14468152,1508,2528
3940,3838,798,12460876,5344,2528
3475,4656,497,9761593,898,2112
3475,3541,68,11834837,3114,2112
3475,1776,1221,9907129,5911,2112
3661,4164,1604,6723865,6781,2631
3661,3863,340,12089501,9828,2631
3661,3176,978,10296793,208,2631
3661,628,1618,12386817,2205,2631
3609,4164,170,12317001,6781,2971
3609,4673,1420,6389221,6624,2971
2390,4778,168,4909396,871,2306
2390,2406,901,3544294,7613,2306
251,559,1222,-620097,5814,2397
251,914,209,-128025,603,2397
4710,4522,1732,14351996,8746,1681
4710,1803,1153,20105241,3772,1681
4710,3665,1187,17833745,8571,1681
4740,4522,1440,15955920,8746,1050
4740,3366,668,20219112,11,1050
4740,3771,125,21996225,5924,1050
2792,2123,1504,4602272,9418,1487
2792,2394,1719,3679978,7899,1487
2792,3795,1525,2007889,5738,1487
2792,4856,325,6217064,6619,1487
3335,3740,1090,7045625,1678,1114
3081,3740,423,7910541,1678,1221
3081,4873,667,6242270,8444,1221
98,3740,607,-2260576,1678,2686
98,2184,1036,-2253020,4739,2686
98,615,1045,-633071,7734,2686
4558,3740,1628,14686644,1678,211
4558,4084,1416,14992420,1465,211
1612,3740,853,-591676,1678,1612
1612,146,331,2550218,2681,1612
4258,2233,1345,15127179,4057,916
4258,359,1358,17643042,9858,916
4258,2691,949,15576805,793,916
4258,1964,845,16470984,475,916
2082,2868,1161,1004976,9927,2678
2082,4340,294,3058764,9989,2678
2082,696,399,4057020,1452,2678
2082,1322,988,3028588,6382,2678
4357,2868,1008,16092505,9927,2768
4357,4790,230,17881749,4520,2768
4357,1475,1597,16627874,9063,2768
2291,2197,1419,2131138,5493,692
2291,2640,1146,2223241,6110,692
2291,1676,1020,3539161,5884,692
2423,2197,68,5721533,5493,812
2423,3439,823,3040632,8373,812
2727,4010,347,6045059,6984,484
2727,462,1506,6740757,8093,484
153,1461,1481,-2140332,6444,780
3248,4751,731,7076523,6530,441
4359,4751,1742,10724639,6530,1040
4359,3480,1204,14810961,9532,1040
3109,3574,1826,3139757,5588,2871
3109,3834,865,6349471,1365,2871
3109,3798,677,7094635,9093,2871
2893,3574,163,7786887,5588,1955
2893,1138,293,8036015,8926,1955
2893,4161,693,5485876,8434,1955
2893,266,1221,8044663,9984,1955
2893,715,558,7970479,7791,1955
608,3976,1932,-7311968,531,2994
1466,3976,539,6092,531,1441
1466,614,1759,1069130,9186,1441
1466,34,924,2117740,7350,1441
4167,3366,1614,11931165,11,2622
4167,3102,1176,13715937,241,2622
3589,1840,994,11051961,8627,946
3589,2673,1381,9189508,9949,946
305,914,764,-605271,603,2321
305,581,565,-235240,1551,2321
1253,914,1106,559125,603,33
4228,914,984,16976608,603,419
4228,3281,1450,13118534,5527,419
4228,4494,695,14752654,9546,419
912,4002,1918,-6844092,3469,1430
912,2052,1710,-2677176,9516,1430
912,1353,684,-93708,8814,1430
3599,4002,1273,7858255,3469,331
3357,1193,980,10100309,6767,1861
3357,2267,789,9480786,7158,1861
3357,4089,1639,4567578,5173,1861
3357,3,685,11267394,3326,1861
3357,3571,1541,5766538,2567,1861
2092,2026,516,3331048,2065,2457
2092,37,1590,4317634,4487,2457
2092,201,949,4185715,18,2457
2092,1684,567,3421636,2766,2457
2092,1438,1755,1852774,3155,2457
2092,4272,312,3043600,4020,2457
2092,4655,1010,-325086,5724,2457
4172,3466,833,14518406,3961,198
3784,1396,291,13912420,7184,1519
4250,1396,244,17721876,7184,2895
4250,1965,908,16278280,8030,2895
310,592,923,-450316,6019,1945
310,912,1519,-1289228,6702,1945
310,2679,6,80026,7939,1945
310,2450,12,66700,7493,1945
310,1321,77,-5617,9402,1945
4684,592,871,21424224,6019,747
4684,4508,337,20420660,4414,747
4684,1346,1853,19445718,1049,747
4684,255,122,21908746,8837,747
1029,3093,1071,-2253762,9999,2388
1029,1593,129,853344,6401,2388
1029,2564,164,638345,5946,2388
1029,2135,16,1024681,3419,2388
1029,1516,1609,-1380403,6670,2388
3529,3093,401,11213548,9999,2624
4691,3093,824,19456849,9999,1491
4691,3341,434,20555487,851,1491
3000,3093,569,7240083,9999,2287
3000,1126,245,8724130,118,2287
3340,3868,1692,4610944,7281,2562
3340,192,1758,10818064,8420,2562
3340,4087,503,9099839,9905,2562
3340,196,1924,10778496,1245,2562
2642,2271,1421,3753073,7754,496
2665,2271,793,5301322,7754,1150
2665,2668,1964,1862273,7912,1150
3226,2271,859,8456287,7754,1704
3226,2750,1727,5657826,3718,1704
3226,2074,1780,6715356,7072,1704
3226,1044,1644,8690740,552,1704
3226,2942,623,8574210,8687,1704
4879,3118,633,21830947,4242,914
4879,2331,725,22114666,6491,914
4879,4750,1207,18071391,6294,914
4298,3118,1244,14594012,4242,1841
4298,191,1214,18240930,5709,1841
435,3118,984,-2878887,4242,1568
3411,4816,944,7088617,7472,2796
3411,1079,1848,9640929,9535,2796
3741,4816,1604,6270217,7472,428
3741,2089,1123,11649134,71,428
3741,2593,1045,11285396,9782,428
1853,4700,642,416209,2555,2080
229,4700,1796,-8388759,2555,136
229,872,1722,-1449143,9514,136
229,1552,808,-1201575,5937,136
229,626,1234,-720043,3573,136
3888,4700,382,13321144,2555,1409
3888,2802,54,14965236,8667,1409
3888,1122,1677,13234950,1551,1409
2275,3157,500,3597125,3941,933
2275,1893,762,3733159,1979,933
3658,282,464,13250116,3923,478
2789,2619,596,6217597,3201,384
2789,348,1106,7393633,2321,384
2789,4493,650,4858071,3569,384
2430,1352,940,4634020,67,239
2430,1223,1840,3654580,3469,239
2430,4187,1602,-802674,6527,239
2430,1994,54,5797224,8750,239
1034,3957,84,736768,414,616
1034,741,1177,196999,3752,616
1034,2534,668,-623556,8106,616
1034,4246,1523,-5397502,5094,616
357,3957,675,-2543526,414,641
357,148,1316,-67319,2043,641
357,4134,1475,-5970201,9495,641
3862,3957,595,12560629,414,2554
3862,3591,524,13033360,4198,2554
4630,3162,703,19214014,8914,1110
4630,1819,1903,17975343,1026,1110
3421,2314,958,9486429,6663,1150
3421,3905,653,9153276,525,1150
3421,795,432,11359801,1538,1150
858,2314,723,-936858,6663,2448
858,3352,1282,-3561100,8362,2448
858,4064,688,-2059868,6440,2448
314,4749,1059,-4930595,8323,1034
314,1081,1238,-1239682,679,1034
549,4749,992,-4409607,8323,48
549,3818,1102,-3906035,4774,48
549,290,175,250651,8662,48
549,894,1136,-714183,7897,48
2826,3369,827,5200113,7093,1137
2826,618,1701,6935058,5292,1137
2826,3701,1640,1916636,1123,1137
2826,3045,897,5254911,8949,1137
1585,498,1579,1725883,1997,2870
1585,1971,869,799426,1124,2870
3023,498,474,8902477,1997,408
1884,498,562,3269580,1997,1421
1848,2500,531,2087604,9832,2378
2956,2500,1731,4410436,9832,2765
2867,2500,1979,3272189,9832,2453
2867,2404,99,7981693,8770,2453
2729,2500,1129,4624941,9832,2204
2729,1950,520,6433441,3836,2204
210,2500,816,-1995900,9832,2241
793,4080,109,184129,3104,2013
793,1605,291,161794,6203,2013
793,263,1061,349806,9678,2013
793,253,856,412281,3296,2013
793,1966,358,-74979,7240,2013
793,4558,1847,-7789777,8086,2013
3079,1719,594,8459155,7685,1232
3079,100,493,9430941,1637,1232
3079,4918,1757,839315,5078,1232
1676,1719,1517,201253,7685,578
1676,1356,1174,1217032,6430,578
1676,4121,1472,-3257136,3531,578
1676,2236,1008,555088,3085,578
444,1865,1794,-3148674,9031,542
4886,1865,1007,21994941,9031,2720
4886,2322,672,22312612,4551,2720
4041,1865,1427,13668326,9031,2193
4041,2108,1084,14044609,9701,2193
2511,1865,28,6252901,9031,263
2607,1865,1591,3829234,9031,180
381,4084,239,-830915,1465,1781
814,3609,1987,-6508487,4933,1920
814,1512,107,500812,2536,1920
814,3325,1225,-3410529,262,1920
814,2434,1260,-2404244,9714,1920
814,4204,1192,-4348572,5443,1920
3293,3609,1861,4127500,4933,574
3293,2982,1441,6546787,5701,574
3845,3609,848,11723593,4933,1076
4526,1774,1806,17280832,6247,2558
4526,3246,85,20208766,7016,2558
2085,1145,1660,2446525,8145,2525
2085,2049,858,2589183,8135,2525
2085,1335,91,4225740,2921,2525
2085,3799,256,3374681,9426,2525
2085,550,112,4285625,941,2525
4046,3438,1537,11085910,1448,2063
4046,139,1005,16230421,5657,2063
4046,722,1949,14962938,6475,2063
4046,2664,339,15467020,5331,2063
1269,369,1392,1096713,5914,516
1269,3576,1767,-4708431,4626,516
