A,B,D,H
3477,2696,906,9646953
126,1210,1445,-1732574
2742,4795,1587,-91101
2635,3227,1069,3493562
1601,1457,679,1573898
695,2511,1842,-4142237
2190,669,1253,3957843
1830,19,1168,3326708
3832,3333,1919,8288197
4889,3426,683,21562363
2912,2132,914,6531096
4047,312,887,16101465
4166,3289,12,17316088
2130,701,1376,3572324
2174,975,1453,3309601
1009,428,1122,537865
2793,948,1742,6149433
518,922,634,-316224
1512,572,829,1811956
117,4378,1685,-7363241
1282,4333,1191,-3517079
2757,4947,1762,-1115565
3217,1148,1902,8165593
3543,2371,1911,8021868
3966,3299,1970,9230126
4802,2024,72,22913476
2628,3278,330,5824644
2719,3506,727,4844099
1027,4361,1346,-4815177
3403,2126,250,11048909
1739,397,1758,2326195
4761,2722,7,22648067
2476,2079,1315,3396691
983,3429,665,-1313996
4836,1068,623,22721532
3029,1653,1989,5887024
4636,546,1642,20595964
3003,4293,174,8271027
3052,2531,193,8826221
4013,4912,56,15829097
4008,495,884,15626484
4386,1747,1773,16139565
162,3205,841,-2669161
1004,3616,614,-1212208
3614,4783,505,10645581
1730,3858,242,2059264
1186,4033,1369,-4114581
2955,1623,1212,6764949
3080,2151,1968,5253232
149,3632,1984,-7183687
2240,4024,782,1870832
2360,4636,457,3450948
4481,4947,429,17957098
857,2902,923,-1944097
2328,2992,1416,1182912
2723,4536,1831,-890687
366,1622,1120,-1682684
2837,2714,1975,2688419
3602,3615,1029,9254569
1359,2529,1306,-1455993
4973,2101,1269,22064560
400,397,1046,-255262
3737,580,173,13864829
1208,343,1935,795559
419,3657,1908,-6801995
1346,3865,1716,-4820624
4846,2942,1727,18402882
2028,2413,737,2334403
621,2122,674,-1044587
4415,4596,467,17345893
407,571,1527,-706268
1556,858,1843,839842
1910,4169,549,1359319
3885,4871,1054,9959191
4335,472,81,18753993
2987,3272,552,7116025
2581,2085,1004,4568221
3989,737,113,15828840
3452,2457,1842,7390510
3837,2633,12,14690973
788,4435,1233,-4847411
235,555,1209,-615770
1724,1353,1846,474538
4811,67,1835,23022776
2877,969,1061,7249020
839,2540,511,-594019
3698,2727,847,11365435
190,4350,1551,-6710750
1203,4782,1953,-7892037
1269,884,244,1394665
284,936,1755,-1562024
4826,3278,1067,19792650
401,4294,1338,-5584571
4007,3690,364,14712889
683,707,794,-94869
3609,4673,1420,6389221
2811,1717,871,6406214
173,2953,1350,-3956621
4770,3174,230,22022880
178,2513,1085,-2694921
1756,793,53,3041507
2367,3719,1543,-135728
715,3118,434,-841987
3027,13,1867,9138458
90,1404,1532,-2142828
310,2679,6,80026
1788,1884,1863,-312948
4720,4098,203,21446506
1562,4840,575,-343156
2310,1172,1366,3735148
4422,1990,1700,16171084
2770,2188,1619,4130528
4928,3155,1508,19527444
3856,4320,1518,8310976
1815,715,1106,2503435
4410,1234,1522,17569952
3943,2916,1370,11552329
2535,3100,142,5986025
4217,2823,1681,13037626
3699,3522,1103,9797835
4705,1431,1810,19546915
3025,2086,1530,5959045
2575,995,1130,5506275
4913,4382,605,21486459
1326,1524,764,593940
1102,327,477,1058425
3429,2732,1491,7684629
4335,4322,1846,10813813
291,2666,1731,-4530165
290,4497,375,-1602275
2615,1682,131,6617883
3115,2722,284,8930177
515,2927,1095,-2939840
108,1421,1243,-1754639
4991,3335,1255,20724656
4094,4643,1652,9090600
3560,4672,1223,6959744
211,2167,449,-928462
3302,577,1488,10044628
1770,4495,1971,-5726745
3796,354,246,14322532
632,1286,956,-829992
4517,3819,1475,14770264
2665,2271,793,5301322
21,4041,358,-1446237
2148,1552,765,3426624
1627,1726,419,1923935
2372,2502,1887,905110
3385,95,838,11378615
4948,16,1880,24452624
128,4462,1758,-7827812
4014,4586,1607,8742494
1009,3630,1288,-3657359
3704,291,1907,13164679
1734,4695,79,2635851
4934,3529,1610,18662666
4142,116,1147,17023112
1806,1831,1646,247810
566,2400,93,97156
4168,3659,226,16545290
4312,343,1358,18127550
4743,4261,617,19867012
2444,631,748,5501148
3007,2416,722,7297697
4868,4410,1907,15287554
3191,4667,1768,1931225
1069,556,450,892561
4022,709,1031,15445505
1959,4587,445,1796466
1763,4845,709,-326936
3817,2517,1215,11511334
4005,1373,1946,13368167
3179,779,978,9344179
2367,4680,754,2073969
2855,2444,134,7823529
1901,3842,1740,-3071279
1976,1409,318,3456514
3154,722,1503,8862550
1638,1011,591,2085543
1552,4249,1811,-5286235
4674,2757,1978,16392930
4850,1061,76,23441864
1744,4773,355,1347121
4003,727,102,15949855
4875,3904,1539,17757369
4297,2727,1814,13517431
1163,4745,68,1029909
1177,2829,1918,-4040693
2108,4055,1963,-3516301
92,1130,1023,-1147526
4027,1982,1106,14024637
2705,3254,1744,1642049
3347,2067,331,10518232
2401,3431,293,4759518
2629,2022,755,5385031
1251,3481,1514,-3705233
4558,4084,1416,14992420
1799,2765,1499,-908334
4047,4225,1712,9145009
2395,587,1150,5060975
569,4614,1796,-7962983
3200,3729,1276,5481796
3677,2578,639,11872987
1519,103,732,2231965
4512,3437,101,20011007
3047,4681,88,8872281
849,3817,412,-851803
467,466,642,-81083
1996,3007,264,3190168
1340,1271,299,1415571
2432,1524,1403,3776452
3034,4444,1603,2081424
1105,2784,1498,-2949407
3280,1785,254,10305010
924,4865,1624,-7046984
4910,686,1873,22823222
246,223,147,27735
3078,4175,1072,4998484
1157,4653,313,-117740
1415,3389,62,1792107
1427,1077,1166,780547
3922,2734,1807,10441746
4538,934,1373,19311062
3396,523,1185,10913061
2502,2948,262,5487628
1930,3891,872,331948
4402,598,1835,18280274
3533,1505,51,12405334
3228,2443,1893,5795385
3730,1465,614,13013390
4143,3881,1036,13143733
1537,4438,1045,-2275341
1516,1515,784,1110496
2359,2310,1652,1748761
1685,2429,99,2598754
2108,1791,1249,2206705
2988,4265,960,4833744
3463,81,1425,11876944
3712,3869,400,12231344
2814,4362,1115,3054966
3203,3972,74,9965281
1030,1174,958,-63792
3357,3,685,11267394
2368,1347,1284,3877876
543,4048,229,-632143
4173,714,366,17152605
863,4614,1886,-7957235
3357,3571,1541,5766538
1048,4252,356,-415408
2500,3058,236,5528312
24,2148,1620,-3479184
539,971,236,61365
1029,1593,129,853344
673,39,58,450667
1906,1795,950,1927586
2480,52,371,6131108
4045,2316,150,16014625
4269,1432,710,17207641
2343,228,1751,5090421
4163,3550,289,16304619
282,195,1569,-226431
1237,3269,1413,-3088928
3132,1324,1461,7875060
2291,2640,1146,2223241
3834,3026,1607,9836774
190,4237,1863,-7857431
3104,2983,1183,6105927
2774,2742,269,6957478
2163,4225,1511,-1705406
2722,4625,917,3168159
4275,466,35,18259315
2378,4516,1511,-1168792
3301,934,470,10457621
2169,4314,1134,-187515
2552,991,234,6280810
1539,3114,85,2103831
2954,2001,965,6795151
4300,1044,1142,17297752
1906,2467,354,2759518
2029,2300,1245,1253341
3427,2794,1936,6335145
4826,2052,803,21642520
2855,4337,566,5696283
4707,1913,81,22000896
574,4541,81,-38345
830,4168,492,-1361756
1563,2393,1048,-64895
4684,4508,337,20420660
445,1685,1936,-3064135
1668,3493,163,2212865
1346,149,1740,1552456
1322,2851,1826,-3458242
3381,117,1693,11233080
1381,3798,1299,-3026441
4034,3172,1950,10087756
292,1960,1042,-1957056
686,1277,366,3214
4573,1339,1982,18258431
4618,181,1951,20972793
3935,2697,270,14756035
1881,1216,824,2536177
4364,4468,1226,13566728
3233,1754,744,9147313
2409,4409,1720,-1780199
3290,2524,1883,6071408
2270,4390,1840,-2924700
1456,3309,1187,-1807847
4380,4996,980,14288320
1270,2291,1389,-1569299
2418,4551,853,1964721
2609,4534,20,6716201
4492,3887,1009,16256081
4860,4682,1526,16474868
699,3533,292,-543035
2170,168,1167,4512844
1369,2969,1743,-3300806
3513,3542,691,9893647
859,757,384,447193
2044,4194,793,852094
3805,2991,82,14232763
1302,4345,1733,-5834681
2666,1043,1928,5096652
1684,2590,215,2279006
3273,452,167,10637045
46,1173,467,-545675
4274,4809,9,18223795
3446,1060,1992,9763396
20,1908,630,-1201640
1930,2334,1589,16174
3654,4887,1472,6158052
4494,4554,1451,13588182
180,3173,1735,-5472755
3963,2319,1812,11503341
609,1578,491,-403917
2436,631,1592,4929544
1846,2455,1696,-755964
3144,1946,360,9184176
387,4500,1826,-8067231
3912,4102,949,11410946
3048,2024,462,8355216
1927,2860,1131,478669
4892,3239,1051,20527475
2131,304,1048,4222569
3545,2639,1377,8933122
724,1778,606,-553292
791,2853,239,-56186
3974,4303,1685,8542121
83,4852,1345,-6519051
515,1042,1461,-1257137
153,1461,1481,-2140332
3565,1757,784,11331737
1564,584,1187,1752888
253,3475,1140,-3897491
1346,4853,1153,-3783793
975,1326,1812,-1452087
3573,508,275,12626629
4597,3043,211,20490336
2414,2979,1613,1022269
1698,1221,1069,1577955
3741,2593,1045,11285396
2143,2075,1512,1455049
18,554,552,-305484
3022,3170,1279,5078054
4231,480,1001,17420881
2303,1150,73,5219859
2015,158,1042,3895589
3280,1850,1476,8027800
2076,2237,1257,1497867
662,4873,1622,-7465762
4294,3185,828,15801256
422,1667,239,-220329
4791,3785,1689,16560816
4244,3427,290,17017706
2237,54,1465,4925059
4559,1983,1643,17526412
1351,4602,1593,-5505785
796,3499,738,-1948646
3857,1110,24,14849809
263,1110,86,-26291
55,4274,1123,-4796677
2413,428,1947,4989253
2126,4965,134,3854566
2226,107,1786,4763974
2487,4391,1323,375876
4874,1283,1491,21842923
587,3451,734,-2188465
990,3275,1745,-4734775
347,1151,1976,-2153967
1600,3932,483,660844
4251,968,246,17832873
440,1024,683,-505792
721,724,1683,-698651
1124,3076,922,-1572696
2192,3961,85,4468179
4922,1530,1816,21447604
665,2815,53,293030
4066,4959,1254,10313770
1875,4523,1866,-4924293
2854,4432,1689,659668
2162,2658,1545,567634
396,4696,265,-1087624
2715,1239,911,6242496
4553,2250,526,19546309
2442,375,1071,5561739
3149,2634,1134,6929245
952,2396,1097,-1722108
2283,3181,1509,411960
480,385,541,22115
933,1126,628,163361
682,4439,1394,-5722842
3373,1953,1262,8912443
440,1672,788,-1123936
3384,4707,1742,3251862
3637,3044,381,12068005
4457,235,1022,19624679
3333,3748,501,9231141
504,3026,700,-1864184
3967,3873,120,15272329
1235,3158,996,-1620143
1587,1119,1897,395826
2137,4894,922,54501
720,2078,1519,-2638082
1079,3459,1525,-4110734
3756,529,1556,13284412
4615,2774,1039,18416039
2659,3319,693,4770214
1111,4980,1909,-8272499
908,498,1969,-156098
3124,4200,825,6294376
2735,90,489,7436215
2541,1248,1805,4204041
3657,4568,1218,7809825
1771,3626,1484,-2244543
3405,2169,364,10804509
1766,3038,429,1815454
318,332,657,-117000
218,1000,416,-368476
3175,1362,1239,8393107
4930,1817,1255,22024565
953,808,1177,-42807
2307,1172,1438,3636913
3040,2520,1848,4584640
1857,4191,1369,-2289030
3911,1701,1161,13321060
1197,698,1242,565893
4371,1069,1196,17827117
3157,883,1010,9074819
4213,4975,1769,8948594
3160,1348,233,9671516
3616,4003,98,12683162
4805,1155,1160,21748225
3066,3222,1576,4322484
2530,4041,1570,56530
3655,2155,551,12171620
3216,3755,1560,4484856
2627,229,445,6799224
744,2294,821,-1329838
185,2771,1352,-3712167
2749,722,1666,6354149
3809,3562,1647,8641867
1319,1441,1352,-208471
2058,1990,49,4137854
2932,3511,626,6398738
668,3153,796,-2063564
2807,4509,1432,1422361
2537,1096,1269,5045545
3817,3415,1250,10300739
573,2697,1827,-4599090
3066,495,956,8927136
1061,1426,1376,-836455
1688,857,358,2542538
3367,1165,649,10580604
121,4941,1562,-7703201
2789,4493,650,4858071
376,1894,1392,-2495072
1185,454,894,998349
3098,4241,809,6166635
2544,4835,1733,-1907119
4045,316,1747,15809973
3181,600,611,9752161
575,294,1013,32803
3564,729,995,11976741
1851,2495,1922,-1369189
3936,3306,1196,11538120
649,1379,1291,-1359088
2826,618,1701,6935058
1031,2031,726,-411545
3998,1487,123,15801103
3060,4219,699,6414519
3409,2068,537,10510765
2114,4625,1102,-627754
4909,3473,1388,19277757
2825,544,1265,7292465
140,4944,360,-1760240
4042,4924,1974,6617788
1383,879,709,1289478
375,3110,572,-1638295
2706,1620,821,5992416
565,2868,483,-1066019
4334,231,726,18615850
3299,1870,167,10571111
3506,854,1991,10591722
1408,4235,1724,-5318676
3705,1197,1163,12334914
1817,2891,351,2286748
58,4254,1218,-5178008
3071,997,564,8868733
2196,1088,263,4536272
4657,1858,369,21002047
4224,1206,500,17239176
3037,378,1346,8714581
614,4339,553,-2022471
4892,1307,1375,22134539
2735,3911,1569,1343866
4744,4913,974,17720274
3319,2557,387,10026202
170,725,1972,-1400800
1271,117,1503,1439590
255,1502,1087,-1567649
2882,2621,1887,3360097
2812,4184,1132,3171056
2218,1909,1336,2369100
707,426,572,256177
3678,799,1838,12059122
4018,1194,1311,14578990
1150,478,1580,567260
755,613,1765,-511920
627,3739,1530,-5327541
361,1311,1487,-1819136
3622,1839,62,13004866
3019,4639,469,6938670
4815,3555,734,20574855
3360,4445,1080,6489000
1368,4194,289,659358
3378,4119,442,9590286
3792,4403,568,11878360
967,2533,514,-366873
4918,109,307,24153261
3685,2437,340,12750645
4427,1191,1273,18082186
4108,4811,1297,10635797
4144,4027,107,16741847
848,522,1783,-211622
1380,4639,170,1115770
1156,294,844,1088200
4957,365,1386,24065959
1335,852,544,1318737
3961,2971,1146,12284755
4011,112,222,16063257
818,497,1020,162184
2066,40,1527,4207276
520,2463,1369,-3101447
4786,4988,1899,13433584
1953,237,198,3767283
3610,3105,733,10756135
4986,1332,1533,22818240
1560,1638,219,2074878
1458,113,148,2109040
4931,3184,1115,20764601
220,4284,1434,-6094856
2148,2074,1891,691970
2387,4911,1336,-863327
4109,3307,1375,12336756
389,418,598,-98643
1949,2901,1186,358015
3254,3007,543,8955715
2838,3781,1254,3312870
37,4798,1560,-7483511
1995,916,92,3895753
4558,3740,1628,14686644
3423,2611,1375,8126804
3866,3956,657,12346864
1589,4407,1909,-5888042
2690,4481,1430,828270
42,4776,185,-881796
131,2215,954,-2095949
541,1587,1486,-2065601
1514,4399,909,-1706495
2340,1057,1612,3771716
4099,2426,1761,12529615
960,3384,301,-96984
4208,3731,220,16886444
1028,3836,589,-1202620
4590,4810,824,17104660
983,3973,136,425961
3987,4283,1570,9171859
1562,791,1300,1411544
107,4175,658,-2735701
54,60,920,-52284
3466,4033,1208,7141292
2903,2250,1069,6022159
1098,1392,828,53028
4792,3486,1805,16671034
3230,4586,960,6030340
1276,2162,130,1347116
594,2253,1278,-2526498
3823,2973,179,14083162
3687,4492,1851,5279277
3225,1542,603,9470799
1993,2013,253,3462760
4389,1799,971,17516492
3691,1434,689,12635455
2976,2264,580,7543456
807,2054,174,293853
3322,1855,1088,9017444
4245,4980,1902,8548065
1051,166,894,956197
827,2592,978,-1851047
545,269,1028,20493
1617,3609,1717,-3581964
4800,556,233,22910452
1779,4634,92,2738513
61,1929,312,-598127
4786,1773,1747,19808365
3623,4893,116,12558541
4903,2980,1608,19247569
527,4565,2,268599
3025,480,202,9053665
4017,788,1438,15003145
4738,4453,636,19616536
1999,418,1185,3500671
3953,3450,1770,9519709
220,758,1467,-1063586
6,4106,1560,-6405324
953,3089,1294,-3088957
3295,1633,1151,8977442
1046,4126,1451,-4892710
2050,2521,1007,1663853
4784,477,1018,22401070
2081,2349,847,2340958
4733,4172,66,22125937
220,1283,923,-1135809
2201,207,1726,4487119
1801,4363,1700,-4173499
2285,3314,33,5111863
551,1662,1000,-1358399
1657,3136,799,239985
1434,4800,1957,-7337244
4254,2346,1870,13709496
3363,2915,949,8543434
4513,69,949,20301688
1461,4905,166,1320291
537,2200,217,-189031
4771,2556,243,22141333
601,1192,609,-364727
3588,1360,1716,10539984
2669,652,1845,5920621
65,3590,1753,-6289045
3239,4062,365,9008491
3495,107,1014,12106527
3241,3918,922,6891685
921,725,1438,-194309
1724,1933,336,2322688
3469,3395,739,9525056
1683,4559,1108,-2218883
4693,4006,310,20782389
3120,3128,1813,4063336
4667,2255,1962,17356579
2226,4109,471,3019737
1956,2585,1557,-198909
3290,3008,1834,5307428
4954,1964,131,24284832
4605,1836,704,19913481
3881,1480,346,14550081
1477,897,1630,719419
4811,1193,646,22375043
798,1104,1800,-1350396
255,1319,1331,-1690564
2747,2390,1256,4544169
2250,179,1394,4812974
2948,31,1382,8647862
2412,2826,307,4950162
1455,1458,857,867519
3491,2434,915,9959971
2691,1556,1322,5184449
4336,1848,1647,15757240
352,4277,914,-3785274
168,4769,131,-596515
3534,3272,434,11069108
4812,1715,1538,20517674
1949,6,79,3798127
704,4065,421,-1215749
4899,1479,57,23915898
1,4909,71,-348538
1931,3776,888,375673
4757,124,260,22596809
4943,3383,1058,20854035
4312,3953,256,17581376
3630,1543,1843,10333151
3413,4137,1984,3440761
178,1455,1990,-2863766
1670,3617,1422,-2354474
1229,730,1743,238051
3729,2165,1368,10943721
2779,3118,898,4922877
130,608,873,-513884
1357,97,656,1777817
367,67,1780,15429
4950,2312,414,23545332
2713,3457,970,4007079
826,3886,1456,-4975740
3669,80,777,13399401
1753,722,1849,1738031
4869,1760,1356,21320601
1252,4930,36,1390024
4584,4678,1914,12059364
3133,1616,908,8348361
1759,535,1701,2184046
1986,3428,1513,-1242368
2118,3304,1550,-635276
4712,3895,1054,18097614
3103,704,613,9197057
3145,2979,192,9319057
4250,1396,244,17721876
3487,4499,1656,4708825
264,3208,191,-543032
1841,793,1917,1869100
578,3234,1012,-2938724
1383,2084,485,901949
843,4900,1102,-4689151
1354,2651,424,709292
342,1001,375,-258411
4917,410,1745,23461439
1074,2654,1191,-2007438
296,3582,1438,-5063300
990,4862,1723,-7397126
4910,3893,423,22461361
1764,3235,1311,-1129389
2487,2049,77,6027396
822,1852,1675,-2426416
2343,3812,267,4471845
1338,4573,406,-66394
4947,4404,1654,17188593
1089,1282,673,323135
4404,3624,347,18137688
1646,3058,1114,-697296
3140,3362,314,8803932
393,4975,551,-2586776
3907,1916,641,14036493
3930,2651,537,14021313
1854,3976,356,2021860
2325,1517,1545,3061860
1988,1496,1497,1712632
4001,1899,1218,13695019
3312,829,271,10744685
1279,3302,786,-959531
1969,4316,1990,-4711879
2449,2297,1430,2712891
3797,1599,815,13114024
2328,4035,1848,-2037096
1212,2037,1998,-2600982
2457,1532,682,4992025
1326,827,93,1681365
234,1623,867,-1352385
3399,445,1795,10754426
3578,2127,1386,9854062
4495,4815,1583,12582880
4600,4217,1544,14648952
4741,2568,1076,19713913
2884,3600,1940,1333456
2564,1544,1191,4735192
1246,859,1628,154064
3163,1977,668,8683933
1153,3611,1487,-4040148
4633,1195,1249,19972134
2292,670,135,5162814
1370,1149,1689,-63761
4375,669,263,18964678
1403,1636,927,451837
3068,1741,1483,6830721
1889,2724,718,1612489
4074,4099,1604,10022680
4254,4130,1451,12103886
379,4715,646,-2902249
2935,1730,1838,5434485
2544,2039,1582,3246238
3975,3764,1091,11694101
2475,1588,1166,4274017
3820,646,20,14579480
718,1707,1984,-2871164
1975,4511,301,2542814
1565,2506,1297,-801057
3545,120,1491,12388105
1766,1405,1423,1119441
1478,4511,21,2089753
4223,4965,1755,9120154
1592,1260,1570,556264
1049,481,36,1083085
2775,3352,1545,2521785
1131,4644,28,1149129
32,4835,1595,-7710801
3470,1690,713,10835930
4936,4757,5,24340311
3114,4959,1066,4410702
4725,4864,236,21177721
3650,3382,1498,8256264
402,204,1878,-221508
2134,4276,1105,-171024
2276,2762,1048,2285600
3963,4196,757,12528997
2406,2403,1828,1396152
4411,2328,1720,15452761
59,911,478,-431977
2232,4848,1410,-1853856
4907,1494,1693,21549307
2042,486,1817,3286702
1143,4043,1145,-3322786
631,1,169,397992
1686,1590,616,1863156
3224,1780,1256,8158496
480,3092,1447,-4243724
3685,1017,1798,11750659
4876,406,1264,23262192
3391,1799,660,10311541
3226,2271,859,8456287
4318,2621,1403,14967861
2588,1064,780,5867824
2301,1634,102,5127933
2025,1494,1271,2201751
4341,1325,384,18335481
3045,4574,1153,3998203
4041,2108,1084,14044609
2808,3103,716,5663116
4594,1139,1213,19723229
609,512,1431,-361791
4078,1888,1692,13435588
3982,875,1686,14381074
1282,2489,1730,-2662446
3972,1185,1807,13635489
3505,2830,60,12115225
1977,1715,394,3232819
2515,49,420,6304645
3524,2425,923,10180301
577,3650,91,779
2286,3452,625,3068296
211,2311,664,-1489983
1106,2847,397,92977
4927,4740,511,21853189
2847,503,1649,7275962
1145,3219,572,-530243
209,3501,287,-961106
3179,3629,1174,5845595
3033,3017,603,7379838
4480,3494,102,19714012
2629,4383,1797,-964610
3110,2823,747,7563319
111,773,1782,-1365165
849,4802,949,-3836297
3694,4005,974,9744766
4875,3707,1767,17215356
2415,929,1287,4636602
592,133,522,281038
4575,3720,568,18817665
4946,2833,402,23324050
205,1118,825,-880325
4437,1382,1177,18060355
1943,183,457,3691618
4614,1305,1806,18932166
2878,4079,699,5431663
3544,2278,1501,9140658
2080,2858,1705,-546490
3916,2456,1812,10884784
2627,412,294,6780001
123,606,304,-169095
571,3706,971,-3272485
3242,89,1462,10380446
1961,366,242,3756949
