DATEKEY,DATE,DAYOFWEEK,MONTH,YEAR,YEARMONTHNUM,YEARMONTH,DAYNUMINWEEK,DAYNUMINMONTH,DAYNUMINYEAR,MONTHNUMINYEAR,WEEKNUMINYEAR,SELLINGSEASON,LASTDAYINMONTHFL,HOLIDAYFL,WEEKDAYFL
19980807,674,882,331,1009,752,989,101,58,353,363,227,273,819,796,529
19980808,110,49,155,46,523,425,707,986,261,487,920,703,247,207,806
19980809,414,626,917,789,446,683,149,47,15,746,873,861,382,316,188
19980810,263,714,751,307,361,1002,700,330,369,285,945,934,564,670,911
19980811,544,462,826,703,390,425,586,324,928,532,50,853,772,184,374
19980812,326,863,980,429,314,560,483,522,6,554,700,70,448,726,927
19980813,377,332,691,402,268,291,122,10,385,555,951,384,35,582,194
19980814,331,547,721,1001,762,905,925,664,405,831,428,435,880,25,72
19980815,481,437,846,934,542,245,386,594,157,347,684,855,542,913,806
19980816,133,181,181,848,95,782,429,643,535,80,671,611,435,203,389
19980817,897,504,436,878,360,359,887,238,209,851,561,808,294,68,264
19980818,143,233,131,593,414,216,722,358,791,530,147,130,278,577,3
19980819,1012,578,523,452,1017,733,129,415,618,171,242,355,895,777,129
19980820,860,137,250,320,427,497,877,386,167,954,598,815,963,477,979
19980821,325,475,374,73,720,535,295,633,224,463,312,955,399,296,674
19980822,126,748,886,397,158,28,465,907,25,933,17,905,340,407,981
19980823,149,539,955,223,261,84,791,189,799,224,595,170,399,227,79
19980824,926,145,760,153,933,389,243,349,528,759,131,685,490,770,274
19980825,498,441,276,195,321,988,388,167,1023,702,922,1011,113,74,22
19980826,562,457,396,412,218,333,792,70,882,728,721,905,576,534,865
19980827,799,934,24,183,46,769,836,856,879,813,915,142,165,513,566
19980828,935,657,607,566,597,193,146,718,924,712,959,875,783,451,667
19980829,316,212,850,307,284,548,596,841,96,397,467,454,257,384,1013
19980830,826,138,126,953,32,366,121,937,540,499,555,501,444,547,404
19980831,335,944,939,1010,225,610,17,91,584,218,857,257,401,719,394
19980901,636,954,232,979,408,791,588,935,234,999,1009,271,234,507,69
19980902,374,286,76,233,853,857,692,762,416,150,178,464,42,864,922
19980903,977,949,773,856,106,717,650,617,536,646,995,559,396,917,913
19980904,35,410,509,631,225,347,462,39,355,231,32,227,149,485,340
19980905,420,577,13,153,324,349,55,131,821,337,131,356,907,983,889
19980906,112,741,1003,702,113,738,804,217,832,452,56,757,667,528,431
19980907,373,764,318,331,37,153,636,437,206,883,559,761,893,259,789
19980908,0,278,858,779,694,526,220,169,723,593,127,48,685,460,785
19980909,487,44,42,748,811,783,755,6,341,97,912,268,901,637,688
19980910,863,404,781,697,559,232,449,660,558,650,470,849,578,787,659
19980911,1003,4,402,931,244,40,817,778,749,962,76,479,558,121,717
19980912,221,885,295,631,529,981,604,134,546,65,209,486,9,990,823
19980913,43,248,283,502,171,139,275,773,151,711,873,683,550,5,190
19980914,630,240,891,303,7,264,618,668,120,475,533,685,521,170,296
19980915,1020,474,529,481,549,169,732,84,216,367,597,902,965,927,372
19980916,409,22,24,129,126,22,614,919,78,765,664,917,308,126,874
19980917,596,706,774,930,921,619,640,81,1018,629,585,1004,334,503,117
19980918,961,525,67,674,389,562,771,171,577,179,246,557,741,109,620
19980919,765,125,689,45,715,1018,808,975,967,523,536,873,610,345,758
19980920,730,1002,280,970,340,148,960,11,513,78,973,948,38,307,542
19980921,703,917,33,144,991,598,261,179,574,366,511,484,374,462,995
19980922,83,940,79,342,474,28,740,687,397,309,461,568,927,697,441
19980923,685,913,414,894,879,518,968,260,948,794,894,782,431,125,187
19980924,452,453,757,712,409,474,447,953,594,814,841,20,901,850,41
19980925,594,964,57,475,235,647,943,702,465,607,501,984,487,399,398
19980926,244,22,268,957,611,250,696,466,540,38,827,196,18,383,62
19980927,879,585,527,884,693,488,844,539,222,156,600,742,719,245,602
19980928,686,952,62,129,209,951,806,835,227,900,353,864,573,89,542
19980929,1020,630,509,5,930,840,521,857,367,893,763,788,351,560,794
19980930,405,902,29,936,1022,740,286,679,601,494,1014,596,454,280,394
19981001,865,973,981,648,565,91,339,937,491,239,186,202,644,434,850
19981002,773,968,268,197,30,471,734,216,592,259,858,642,605,833,201
19981003,554,662,808,384,696,915,936,985,585,591,192,238,491,329,230
19981004,117,1012,412,715,77,597,289,693,864,736,643,82,923,468,238
19981005,569,597,178,667,195,989,332,917,642,92,594,868,633,622,842
19981006,1014,665,494,250,517,962,13,566,998,779,852,775,856,445,878
19981007,265,110,535,928,65,689,549,981,678,535,678,468,777,711,593
19981008,564,476,121,791,908,657,73,588,712,41,953,836,612,730,916
19981009,143,480,985,86,992,523,239,304,978,585,630,167,215,626,777
19981010,603,589,916,600,134,709,1005,31,992,575,412,247,225,32,346
19981011,322,313,451,867,186,401,912,611,764,669,587,884,884,671,635
19981012,801,779,60,459,717,269,568,470,415,138,568,246,566,542,945
19981013,588,675,816,68,251,812,892,1023,965,386,319,464,780,33,65
19981014,190,545,946,896,59,899,571,26,465,932,505,746,591,234,168
19981015,754,796,626,454,380,522,607,241,250,490,982,312,1012,937,656
19981016,295,637,68,941,388,291,350,778,394,10,52,877,260,525,7
19981017,385,699,195,149,905,455,687,907,170,638,615,593,894,527,332
19981018,605,79,868,592,242,824,955,870,740,769,1008,90,257,640,249
19981019,480,721,629,842,375,684,297,179,1014,203,843,703,576,953,300
19981020,238,525,810,968,992,470,564,902,257,489,591,143,184,425,418
19981021,675,50,954,352,189,876,434,923,441,980,543,307,62,696,899
19981022,887,847,603,250,709,251,123,370,5,1009,38,649,497,737,953
19981023,330,550,940,743,487,100,623,1022,752,47,890,222,82,145,45
19981024,161,40,955,862,897,711,246,381,749,93,504,552,621,122,45
19981025,717,152,448,944,0,455,166,176,890,601,932,956,183,781,499
19981026,335,82,516,721,1015,43,528,1021,783,476,331,909,393,240,883
19981027,531,114,932,344,287,720,553,768,895,476,521,277,823,518,141
19981028,725,408,381,477,710,285,254,870,215,589,35,995,356,34,495
19981029,305,353,186,108,349,414,466,665,573,376,446,394,394,425,409
19981030,860,337,194,113,153,973,628,552,480,520,963,763,778,735,167
19981031,979,592,351,372,586,425,962,565,926,681,980,515,567,437,107
19981101,272,798,69,62,998,329,121,42,634,710,436,949,137,583,44
19981102,673,943,927,237,65,16,345,37,630,1023,244,1,104,964,419
19981103,64,408,497,648,988,761,290,412,494,491,390,700,162,904,695
19981104,942,162,548,737,586,617,610,266,282,773,284,624,927,641,823
19981105,240,426,394,439,656,759,395,750,752,946,1022,294,963,339,733
19981106,269,140,803,817,539,601,326,78,268,44,146,316,767,315,1013
19981107,68,269,648,475,997,928,570,483,406,90,607,857,1011,328,590
19981108,249,673,757,79,86,545,490,693,814,541,546,674,957,372,150
19981109,125,179,228,104,250,125,987,906,855,921,579,951,134,7,807
19981110,225,710,414,541,795,321,36,786,112,236,54,956,515,80,640
19981111,333,470,635,773,417,697,258,577,847,452,979,284,734,543,907
19981112,748,275,128,265,89,800,901,939,514,13,1006,414,415,440,229
19981113,395,728,460,198,322,771,899,481,50,125,687,250,688,192,409
19981114,806,474,826,135,1002,219,498,72,948,718,211,240,629,899,554
19981115,329,943,48,572,949,807,1012,869,398,93,611,986,146,482,817
19981116,177,872,260,22,352,724,458,653,410,278,219,564,572,568,616
19981117,459,23,435,592,796,945,358,347,110,856,601,938,359,937,665
19981118,40,53,600,424,640,331,398,488,947,771,113,780,75,22,878
19981119,577,494,524,981,932,373,563,467,195,269,700,113,149,34,577
19981120,77,615,913,58,881,849,270,554,808,300,460,251,540,994,38
19981121,465,706,1017,319,949,357,382,6,695,343,733,290,145,171,21
19981122,192,320,306,572,610,618,977,933,381,240,953,816,207,923,240
19981123,178,188,92,732,381,174,110,803,542,457,124,411,338,62,521
19981124,918,979,115,110,644,60,437,892,27,726,918,670,433,221,267
19981125,271,200,622,473,838,309,422,614,848,647,784,59,307,377,44
19981126,924,110,89,255,759,949,535,6,61,142,429,634,277,823,24
19981127,892,297,548,257,63,2,973,991,929,360,621,135,391,879,540
19981128,162,237,70,361,417,298,939,702,283,962,606,3,936,689,805
19981129,443,756,453,600,430,220,272,853,403,532,88,22,426,90,47
19981130,763,599,292,723,270,757,508,304,767,190,257,977,770,159,802
19981201,77,763,973,791,868,542,360,509,475,456,556,21,276,659,875
19981202,594,651,354,300,792,978,856,691,1006,627,701,469,347,276,452
19981203,92,696,599,368,416,372,779,771,724,75,169,292,911,898,222
19981204,28,842,97,447,358,475,43,804,101,761,215,304,488,13,256
19981205,734,421,472,650,596,788,985,920,123,3,979,891,412,925,683
19981206,535,651,426,737,44,53,189,92,274,264,670,25,386,620,452
19981207,12,210,602,857,745,601,790,57,316,428,715,307,180,784,68
19981208,179,468,648,188,39,931,621,171,312,919,97,865,707,563,607
19981209,756,305,258,388,737,646,771,466,141,752,582,22,689,624,17
19981210,339,237,477,100,102,267,258,107,205,962,485,341,985,617,133
19981211,473,123,589,956,4,664,306,185,738,831,1013,337,312,14,489
19981212,409,332,624,923,133,734,621,607,968,321,105,579,435,373,31
19981213,484,340,69,500,297,908,542,786,496,301,913,339,763,207,817
19981214,116,955,355,358,301,709,682,413,133,289,695,986,390,475,342
19981215,866,590,991,379,857,517,189,522,256,56,485,107,339,1001,708
19981216,617,890,425,544,579,292,541,557,507,1002,550,749,776,915,666
19981217,521,793,525,844,79,662,144,966,317,415,246,383,439,757,962
19981218,870,760,329,475,579,767,446,829,792,810,323,449,683,1009,654
19981219,708,92,991,453,172,372,260,779,690,863,618,665,628,252,538
19981220,509,132,372,705,301,646,838,599,663,908,634,658,587,441,569
19981221,334,72,454,557,138,726,931,491,860,906,382,874,681,267,256
19981222,733,548,866,692,900,724,640,838,466,967,534,408,405,626,974
19981223,542,996,966,372,559,205,752,703,593,593,698,560,726,88,679
19981224,474,971,356,57,557,39,531,614,471,145,47,189,122,991,700
19981225,757,366,339,909,315,978,28,590,680,397,430,506,154,474,354
19981226,561,220,637,854,588,13,657,264,174,169,737,61,549,738,342
19981227,133,419,724,359,131,246,20,664,635,192,177,893,591,29,100
19981228,377,151,898,907,762,1023,413,135,635,394,747,348,992,25,623
19981229,965,460,286,779,220,432,251,887,672,538,79,314,496,529,456
19981230,780,176,696,704,811,386,528,22,742,441,775,743,520,590,619
